### IMAGE_DOS_HEADER   Groesse 128 (0x80)
  +0x188   iMaxUdpDg                                  ushort                 2 Byte
  +0x18c   lpVendorInfo                               char *                 4 Byte

### _FILETIME   Groesse 8 (0x8)
  +0x0     dwLowDateTime                              DWORD                  4 Byte
  +0x4     dwHighDateTime                             DWORD                  4 Byte

### _WIN32_FIND_DATAA   Groesse 320 (0x140)
  +0x0     dwFileAttributes                           DWORD                  4 Byte
  +0x4     ftCreationTime                             FILETIME               8 Byte
  +0xc     ftLastAccessTime                           FILETIME               8 Byte
  +0x14    ftLastWriteTime                            FILETIME               8 Byte
  +0x1c    nFileSizeHigh                              DWORD                  4 Byte
  +0x20    nFileSizeLow                               DWORD                  4 Byte
  +0x24    dwReserved0                                DWORD                  4 Byte
  +0x28    dwReserved1                                DWORD                  4 Byte
  +0x2c    cFileName                                  CHAR[260]              260 Byte
  +0x130   cAlternateFileName                         CHAR[14]               14 Byte

### tagPAINTSTRUCT   Groesse 64 (0x40)
  +0x0     hdc                                        HDC                    4 Byte
  +0x4     fErase                                     BOOL                   4 Byte
  +0x8     rcPaint                                    RECT                   16 Byte
  +0x18    fRestore                                   BOOL                   4 Byte
  +0x1c    fIncUpdate                                 BOOL                   4 Byte
  +0x20    rgbReserved                                BYTE[32]               32 Byte

### _GUID   Groesse 16 (0x10)
  +0x0     Data1                                      ulong                  4 Byte
  +0x4     Data2                                      ushort                 2 Byte
  +0x6     Data3                                      ushort                 2 Byte
  +0x8     Data4                                      uchar[8]               8 Byte

### IUnknown   Groesse 4 (0x4)
  +0x0     lpVtbl                                     IUnknownVtbl *         4 Byte

### IUnknownVtbl   Groesse 12 (0xc)
  +0x0     QueryInterface                             _func_5020 *           4 Byte
  +0x4     AddRef                                     _func_5021 *           4 Byte
  +0x8     Release                                    _func_5022 *           4 Byte

### tagOFNA   Groesse 88 (0x58)
  +0x0     lStructSize                                DWORD                  4 Byte
  +0x4     hwndOwner                                  HWND                   4 Byte
  +0x8     hInstance                                  HINSTANCE              4 Byte
